rank,doc_idx,lda_cluster,lda_topwords,lda_maxtheta,lda_entropy,embed_pred_cluster,embed_topwords,true_group,lda_cluster_as_group,embed_pred_as_group,text
2208,3712,6,window server motif widget use application,0.322,0.496,11,image software available ftp files graphics,comp.windows.x,comp.windows.x,comp.graphics,original question times beginning users heck experienced users write small test programs times forget draw response expose events results application graphics don just trying eliminate easy explanations seeing graphics said don try copying different planes window try output single plane data possibl
2209,1017,5,drive card scsi disk dos windows,0.322,0.531,11,image software available ftp files graphics,comp.graphics,comp.sys.ibm.pc.hardware,comp.graphics,hello help student turbo graphics programming having problems finding algorithms code teach stuff book code teach read write pcx gif files access extra ram paradise video board higher vga modes anybody got line good book help answer question thanks send reply palm bitnet
2210,2278,15,don just like know think good,0.322,0.584,5,drive card scsi disk dos windows,sci.electronics,rec.motorcycles,comp.sys.ibm.pc.hardware,distribution usa reply utexas edu net thing chip chipset decode code ask couple reasons mainly want reasonably compact encoding scheme write information cards code appears right right way reasonably easy let know chance reply quickly earlier post couple days think thanx utexas edu hewlett packard se
2211,5589,14,gun law guns government people state,0.322,0.526,15,don just like know think good,talk.politics.guns,talk.politics.guns,rec.motorcycles,odd lines making progress ironic note deleted lines emacs continually gave message garbage collecting think trying tell join time know talk politics guns newsgroup thought remind consider reasonable space limitation make mistake gun blowing hazard nearby say lane range point distance level threat dr
2212,5457,15,don just like know think good,0.322,0.696,2,car new bike price sale cars,misc.forsale,rec.motorcycles,misc.forsale,tickets starting week april maybe week way current conditions apr great spring excellent coverage stuff open lift lines
2213,6355,4,health medical disease use patients food,0.322,0.629,10,said people went didn came told,talk.religion.misc,sci.med,talk.religion.misc,correct today washington post gas fbi used certainly fatal high course non toxic tear gas point tear gas toxic toxic effects cause people seek fresh air
2214,8099,7,time use used number point different,0.322,0.580,17,power use water ground wire used,sci.electronics,rec.autos,sci.electronics,project come detector module fast sec packet radio use fancy modulation scheme just wide use mhz bit familiar motorola chip wonder newer designs work higher input frequencies goal come inexpensive design receiver end input end particularly interested ways use higher current chips work say internal n
2215,1850,4,health medical disease use patients food,0.322,0.611,15,don just like know think good,talk.politics.guns,sci.med,rec.motorcycles,determined blue cross medical coverage federal employees good model future national emergency medical care insured carry blue cross card entering hospital notify blue cross refuse pay bills emergency treated inform hours unable medical reasons hospital failing hours means cover need card notify card
2216,10086,16,people god does believe evidence say,0.321,0.583,15,don just like know think good,talk.politics.mideast,alt.atheism,rec.motorcycles,lengthy article quote doesn imply states possible way likely akin article saying possible usaf captured supporting assertion words telling reporter guessing israel maintains attitude nuclear weapons maintains attitude presence nuclear weapons specific naval craft refusing acknowledge existence weapo
2217,5027,4,health medical disease use patients food,0.321,0.461,15,don just like know think good,sci.med,sci.med,rec.motorcycles,talking migraine exercise thought exercise migraine turning thread day played tennis lunch hour tennis shape intense exercise got noticed head hours later feel migraine start continued drink water afternoon took didn help pain started wasn intense usually night pain isn time migraine occur exercise 
