text,stars
I've seen this show twice and would see it again when I go to Vegas next time! Where else can you see a show where they built a theater just for this show? I love looking around all the details of the theater. This edited version really help move the show along and not let me loose interest. I saw the movie version and went to sleep after 1 hour :(.,5
Can't beat $2 for a any size latte on Wednesdays. Small latte? $2 please. Medium latte? $2 please! Large latte? $2 please! You get the idea. Hint: I'd go with the large...,3
"Breakfast. Decent filled omelet, nice crisp bacon, coffee stronger than American but weaker than real French, disappointingly ordinary brioche toast, fawning service. Prices not too heinous considering the location, but it's really about as French as Olive Garden is Italian.",3
"This place is very overrated. Food will cost you 15-20 dollars per person, and you can get much better from traditional Mexican diners at half the price. Service was not good, and the food was not good. I had Fajitas, and Applebee's produces a better product. Will not go back again, and in an area dominated by a lot of quality Mexican cuisine, this is a place to skip",2
"I filled my ample belly with OJ, fresh cantaloupe, ambrosia, easy over eggs, corned beef hash and a tiny spoonful of bread pudding. Overall, I felt this buffet has slipped a notch since our last visit.",2
"I'm sorry, but this is not a Pad Thai, the food was awful... the service.. nobody checked on us, I have to look for somebody to bring me the bill. Never ever back here!!!",1
"California comes to Vegas! This place is like the restaurants in California, but better. It's open 24/7 363 days a year (closed on Easter and Christmas) I'm usually here on there graveyard shift or sometimes early dinner. Great food and affordable. Look for discounts in the Entertainment Book!",5
"Food was pretty good. I can't recommend the mongolian beef, but the orange chicken was good, the rice was perfectly steamed, and they threw in a free order of fried wontons which were decent.\nService was good, fast enough, and staff was friendly. My girlfriend was very happy with her veggie pad thai, and eggplant with tofu, but I'll let her post her own review.",3
This is my choice for Indian food. I go in for the buffet so i don't have to choose which one i want. Favorite would be the curie chicken.,5
Been craving a slice of NY pie since our trip to the Garden for Phish's NYE run. So glad I found this place. The owner is unbelievably nice and his pizza was exactly what I needed.,5
"We ate at Oregano's when I came down for Spring Training. This place is awesome. Sometimes it is hard to get in as it is so crowded though. Highly recommended and worth the wait, if you have to wait. Although we have little kids so if the wait is 30 minutes plus we usually go elsewhere and come back another day.",5
"This Target is OK. It's never very busy, but that also means that the checkout lines open are sparse. I sometimes have to wait longer than I'd like to get through the line. My beef with Target overall is also the fact that the national corporate office gave $150,000 to an anti-gay candidate in Minnesota, and they've handled the aftermath poorly.",2
Dropped my iPhone 5c last night and broke the glass :( but took my phone here to get it repaired and it only took 30mins!! Awesome place and great prices !,5
Not impressed. I had barbacoa and carne asada tacos. They were bland and small. Nothing special.,2
"Really great salsa bar, tacos, quesadillas and burros. This is 'authentic' mexican; not Macayos. \nA few downsides though, it is really small & not really built for families or large groups; plus, I wouldn't park in the neighboring streets. I got yelled at by one homeowner saying if they saw my vehicle again they're having it TOWED!.",3
"This show was awful. I've been to many Cirque shows and I have no idea how they allow this show to exist. There were minimal acrobatics, just a lot of toplessness and bad jokes. That's $88 and 2 hours of my life I'll never get back.",1
"Went to Flo's tonight, we ordered hot and sour soup, which was very sour & not hot at all; crunchy tofu with veggies, which was ok, one of the highlights of the meal; veggie chow mein, which was tasteless; veggie fried rice was ok, nothing special; and moo shu chicken, which wasn't good. The majority of the meal was tasteless. There were 5 of us in total, and we paid $50 plus tip.",2
nice and small family run restaurant with great food you can eat in or they have fast delivery everything we tried has been really good and with enough leftover for another meal,4
"Update: As of 9 June, Memphis Best is only open Thursday-Saturday, 1100-2000. Gunny says they're shifting their emphasis to catering over the summer. Whether he'll go back to Mon-Sat in the fall remains to be seen.",4
"This is now the only downtown lunch spot for me now. The food is fast, delicious and tastes super fresh. The staff are all very friendly and legitimately seem gracious to have your business. The prices are really fair for how much you get, and it is always nice to have a good vegetarian friendly spot for a fast cheap lunch. Can't say enough. Go.",5
